Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,40230,533852.1,4525.0,11874.85,2012,10,4,-64,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,5154,39788.88,429.0,3293.34,2012,10,4,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,75000,735750.0,14413.0,11874.85,2012,10,4,-36,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,147230,1136615.6,,,2012,10,4,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,90000,342900.0,7867.0,21567.19,2012,10,4,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,36000,87840.0,2026.0,10095.9,2012,10,4,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,635,1549.4,1779.0,9325.16,2012,10,4,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,60794,147121.48,6003.0,7423.38,2012,9,3,-22,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,34760,132435.6,3367.0,12589.74,2012,9,3,-18,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,5308,20223.48,,,2012,9,3,-18,0
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,965,28641.2,,,2012,10,4,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,22122,84284.82,1409.0,3855.95,2012,11,4,-51,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,100000,242000.0,,,2012,10,4,-5,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,7126,55012.72,,,2012,10,4,-3,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,13784,178640.64,,,2012,11,4,-30,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,1975,4542.5,,,2012,11,4,-24,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,120954,440272.56,11369.0,15459.09,2012,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,2548,21046.48,370.0,15459.09,2012,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,12847,27749.52,798.0,15459.09,2012,11,4,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,53733,148303.08,2232.0,6933.76,2012,11,4,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,22783,122116.88,,,2012,12,4,-21,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,2067,26788.32,220.0,1616.45,2012,12,4,-22,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Cipla, Goa, India",Yes,35061,237012.36,2247.0,8194.09,2012,12,4,-6,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,1980,25660.8,,,2012,12,4,-19,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,9696,93275.52,,,2012,12,4,-19,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,36180,279309.6,2907.0,11320.56,2012,12,4,-10,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,728,1761.76,,,2012,12,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,35011,84726.62,,,2012,12,4,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,4290,10381.8,,,2013,2,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,149952,803742.72,,,2012,11,4,4,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,7640,27809.6,,,2012,12,4,-25,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,10727,46126.1,945.0,7579.6,2013,2,1,-10,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,70647,156836.34,4067.0,14050.13,2013,1,1,-2,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,5701,23659.15,338.0,3487.55,2013,1,1,-17,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,1485,11464.2,,,2013,2,1,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,636,2264.16,,,2013,2,1,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,3600,26172.0,,,2013,2,1,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",No,119481,574703.61,,,2013,2,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,8326,53119.88,,,2013,2,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,49295,113871.45,12032.0,29780.5,2013,2,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,12440,308014.4,,,2013,2,1,-2,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,240,969.6,,,2013,2,1,-2,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,562,1292.6,,,2013,4,2,-96,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Hetero, Jadcherla, unit 5, IN",No,30000,99900.0,,,2013,3,1,-27,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,3600,26172.0,,,2013,3,1,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,176693,399326.18,,,2013,3,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,25680,186693.6,3988.0,39037.7,2013,3,1,-28,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,216,285.12,165.0,3048.08,2013,4,2,-46,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,1980,3940.2,,,2013,4,2,-26,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,7392,16705.92,,,2013,4,2,-26,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,4500,18180.0,,,2013,4,2,-53,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,40869,92363.94,2520.0,15000.0,2013,4,2,-38,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,40000,92400.0,2452.0,5520.86,2013,6,2,-95,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,20160,244137.6,2268.0,9405.8,2013,5,2,-78,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,97351,1178920.61,11667.0,4120.7,2013,4,2,8,1
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,1276,2883.76,,,2013,4,2,0,0
South Sudan,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,66,481.8,,,2013,4,2,6,1
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,442,5339.36,118.0,8600.0,2013,5,2,-53,0
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",No,552,1021.2,,,2013,5,2,8,1
Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,1152,4780.8,78.0,1342.44,2013,4,2,-22,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,86152,626325.04,,,2013,3,1,2,1
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",No,583,1136.85,,,2013,4,2,1,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,8807,22898.2,,,2013,7,3,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,100000,727000.0,36920.0,7852.98,2013,6,2,14,1
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,192,775.68,,,2013,6,2,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",No,1613,7581.1,,,2013,8,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,100000,470000.0,,,2013,5,2,-7,0
South Sudan,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,270,537.3,15.0,735.24,2013,6,2,-42,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,80000,266400.0,4847.0,14547.55,2013,6,2,-32,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,3173,22211.0,,,2013,6,2,-21,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,12106,52055.8,,,2013,8,3,-101,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,249965,3239546.4,28182.0,17650.15,2013,5,2,-3,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,100000,1052000.0,14783.0,14547.55,2013,5,2,-25,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,87384,611688.0,,,2013,6,2,-21,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,7044,74102.88,,,2013,7,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,63610,211821.3,,,2013,6,2,-6,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,46600,490232.0,6107.0,23753.64,2013,7,3,13,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,120000,271200.0,11419.0,11941.65,2013,6,2,-18,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,3831,83439.18,1094.0,20761.0,2013,5,2,-1,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,10415,109565.8,1400.0,5718.69,2013,7,3,-13,0
Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",No,5800,27260.0,,,2013,7,3,-8,0
Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,70000,600600.0,,,2013,7,3,9,1
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,23090,52183.4,394.0,11133.66,2013,7,3,6,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,3000,12120.0,188.0,1478.35,2013,8,3,-9,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,1644,6641.76,97.0,1620.19,2013,10,4,-71,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,63353,1330413.0,32671.0,,2013,8,3,-22,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,6000,126000.0,,,2013,8,3,-22,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,43169,906549.0,,,2013,8,3,-22,0
South Sudan,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,225,508.5,81.0,1641.0,2013,8,3,0,0
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,960,7958.4,111.0,1047.34,2013,8,3,6,1
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,No,12022,243084.84,,,2013,8,3,15,1
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,20697,177580.26,,,2013,8,3,165,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,8000,37600.0,315.0,10807.98,2013,8,3,-1,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,43680,285667.2,6535.0,5950.16,2013,11,4,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,19086,112034.82,,,2013,10,4,-35,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,3342,38299.32,,,2013,10,4,-35,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,2880,33004.8,,,2013,9,3,34,1
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,435,5254.8,116.0,3100.0,2013,9,3,-10,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,No,80322,312452.58,,,2013,10,4,-34,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,52483,118611.58,3832.0,4356.74,2013,10,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Strides, Bangalore, India.",No,14404,56031.56,,,2013,10,4,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",No,87707,378894.24,,,2013,10,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,17782,152569.56,,41352.75,2013,9,3,-6,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,60000,495600.0,8750.0,28864.27,2013,9,3,-10,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,140,278.6,9.0,1118.22,2013,10,4,-7,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,131520,303811.2,,,2013,9,3,9,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,21984,159823.68,,,2013,10,4,13,1
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,1300,8333.0,77.0,1149.07,2013,9,3,11,1
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,5117,47588.1,333.0,1956.0,2013,10,4,4,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,66205,814321.5,12121.0,,2013,11,4,5,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,100619,1237613.7,47387.0,30981.39,2014,1,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,100000,1115000.0,,,2013,11,4,-35,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,11833,135606.18,,,2013,11,4,9,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,4068,25425.0,268.0,20225.07,2013,11,4,-17,0
Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",No,6816,58004.16,,,2014,1,1,-39,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",No,225,472.5,,,2013,12,4,-29,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,13290,74158.2,,,2013,11,4,62,1
Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,64500,719175.0,7248.0,11571.94,2014,1,1,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,9301,21392.3,,,2013,12,4,56,1
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,7894,33944.2,,,2013,12,4,56,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,2200,8250.0,192.0,3649.76,2014,1,1,-21,0
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,27,567.0,,,2013,11,4,7,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,70000,780500.0,18957.0,16813.62,2014,3,1,8,1
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,841,3153.75,73.0,1500.0,2014,2,1,-4,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,14,156.1,38142.0,49199.75,2014,1,1,-7,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,4000,7440.0,1928.0,8050.55,2014,1,1,-13,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,2300,47104.0,613.0,4676.4,2014,3,1,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Patalganga, India",Yes,25000,157500.0,2266.0,2352.52,2014,5,2,-22,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,16357,185815.52,1635.0,6007.2,2014,2,1,7,1
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,52800,248160.0,5412.0,6951.84,2014,1,1,47,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Strides, Bangalore, India.",No,8201,30753.75,,,2014,2,1,-10,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,1915,7660.0,,,2014,2,1,-41,0
